ou,value,dx_name,pe_name,ou_name
P9qUQA6KmAs,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-08,an Holy Rosary Hospital
Qj5adNgRgcZ,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Akwa Primary Health Centre
YzuXkd7MRFN,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Obuno Ebenebe Health Post
gPw7wgxVzba,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an St Felix Hospital and Maternity
afVyYoFxrMX,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Achalla Health Post
IEKVnEePZLN,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Iyi-Enu Hospital
wftHmLIxJmY,2,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-08,an Amichi Diocesan Hospital
msr1TOXqZKf,10,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Accident And Emergency,2025-10-02,an St Charles Borromeo Hospital
q9iZUe3cVCu,1,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-08,an Orafite General Hospital
gPw7wgxVzba,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an St Felix Hospital and Maternity
IEKVnEePZLN,19,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Iyi-Enu Hospital
NyZ328hbUiP,8,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Beke Memorial Hospital Nimo
SaEp4uCoKLh,10,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Okika Maternity
HgxxN5GZv8Y,45,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)"
OoBxXYn1eoy,54,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-07,an Nnamdi Azikiwe University Teaching Hospital
p7CKerD8kRp,1,GF_Number of People Tested HIV Positive & Received Results - ANC,2025-10-08,an Oba Comprehensive Health Centre (Trauma Centre)
JNAiwnKB4ks,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Mgbakwu Health Post
VW6oZN1jKMg,70,GF_Number of AGYW counseled tested and received result- Community,2025-10-10,an Lancet Hospital LTD
P9qUQA6KmAs,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-02,an Holy Rosary Hospital
dBES5aQviuh,99,GF_Number of KPs counseled tested and received result,2025-10-06,"an Anambra State One Stop Shop (OSS) Site, Awka"
we90AXVrhUv,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Umueri General Hospital
sjeTS3oSial,9,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Eziani Ihiala Primary Health Centre
dBES5aQviuh,138,GF_Number of KPs counseled tested and received result,2025-10-08,"an Anambra State One Stop Shop (OSS) Site, Awka"
YzuXkd7MRFN,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-03,an Obuno Ebenebe Health Post
OoBxXYn1eoy,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Nnamdi Azikiwe University Teaching Hospital
OoBxXYn1eoy,35,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-03,an Nnamdi Azikiwe University Teaching Hospital
akw2O5cpDNP,7,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Okpuno Primary Health Centre
msr1TOXqZKf,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Accident And Emergency,2025-10-08,an St Charles Borromeo Hospital
gPw7wgxVzba,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an St Felix Hospital and Maternity
OoBxXYn1eoy,8,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Nnamdi Azikiwe University Teaching Hospital
HqwDi1gXzB7,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-07,an Awba Offemmili Primary Health Centre
ixhlUJXZQl3,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Awkuzu Primary Health Centre
wM3b4l8Oesq,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Onitsha General Hospital
HqwDi1gXzB7,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Awba Offemmili Primary Health Centre
OMnxQFcPQue,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Urum Primary Health Centre
HqwDi1gXzB7,1,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-03,an Awba Offemmili Primary Health Centre
p7CKerD8kRp,18,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,an Oba Comprehensive Health Centre (Trauma Centre)
p7CKerD8kRp,20,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Oba Comprehensive Health Centre (Trauma Centre)
zzy6njfXNHS,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-10,"an Nationale Hospital & Maternity, Awada Obosi"
P9qUQA6KmAs,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Holy Rosary Hospital
OoBxXYn1eoy,8,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-08,an Nnamdi Azikiwe University Teaching Hospital
NzwdCUPjLKM,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Trinitas International Hospital Umuchukwu
C6f0etXoDZ2,16,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Owerre Ezukala I Primary Health Centre
MUumX5cjk9g,1,GF_Number of People Tested HIV Positive & Received Results - Blood Bank,2025-10-02,an Umunze Immaculate Heart Hospital
x8kegIarjSt,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Amansea Health Post
q9iZUe3cVCu,20,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,an Orafite General Hospital
MsWUEiTxyht,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Ogbunike Primary Health Centre
Lc0UxCUN8HR,15,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,an Neni Comprehensive Health Centre NAUTH
JNAiwnKB4ks,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Mgbakwu Health Post
eGQQItC0MTW,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Mama Eliza Maternity Home
JNAiwnKB4ks,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Mgbakwu Health Post
glt0a9JC4VC,8,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Achalla Maternal and Child Health Care Centre
glt0a9JC4VC,7,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Achalla Maternal and Child Health Care Centre
glt0a9JC4VC,7,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,an Achalla Maternal and Child Health Care Centre
NM4YEYMHEqN,10,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an His Glory Maternity Umunze
p7CKerD8kRp,14,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-10,an Oba Comprehensive Health Centre (Trauma Centre)
p7CKerD8kRp,20,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Oba Comprehensive Health Centre (Trauma Centre)
tj7gQs8DwoM,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Ihite Primary Health Center
afVyYoFxrMX,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Achalla Health Post
x8kegIarjSt,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Amansea Health Post
JNAiwnKB4ks,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Mgbakwu Health Post
B5PbcJXLP9z,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Lilu Primary Health Centre
JNAiwnKB4ks,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Mgbakwu Health Post
glt0a9JC4VC,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Achalla Maternal and Child Health Care Centre
IEKVnEePZLN,19,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Iyi-Enu Hospital
VpbsAtJQcLk,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Onneh Primary Health Care
Cj3rwgMDm7q,39,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Umuawah Health Post
MsWUEiTxyht,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Ogbunike Primary Health Centre
VpbsAtJQcLk,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Onneh Primary Health Care
OKPZ7SmaYwP,1,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-03,an Immaculate Heart Hospital (Nkpor)
ixhlUJXZQl3,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Awkuzu Primary Health Centre
q9iZUe3cVCu,20,GF_Number of AGYW counseled tested and received result- Community,2025-10-01,an Orafite General Hospital
MsWUEiTxyht,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Ogbunike Primary Health Centre
MUumX5cjk9g,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umunze Immaculate Heart Hospital
Cj3rwgMDm7q,100,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-10,an Umuawah Health Post
yox6XBHvvUs,11,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Kanayo Specialist Hospital and Maternity
OKPZ7SmaYwP,26,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-10,an Immaculate Heart Hospital (Nkpor)
OKPZ7SmaYwP,1,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-06,an Immaculate Heart Hospital (Nkpor)
Cj3rwgMDm7q,100,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,an Umuawah Health Post
Cj3rwgMDm7q,27,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Umuawah Health Post
akw2O5cpDNP,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Okpuno Primary Health Centre
yox6XBHvvUs,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Kanayo Specialist Hospital and Maternity
akw2O5cpDNP,7,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Okpuno Primary Health Centre
yox6XBHvvUs,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Kanayo Specialist Hospital and Maternity
mKYIhwM6HUb,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Ichida II Primary Health Centre
NM4YEYMHEqN,8,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an His Glory Maternity Umunze
Cj3rwgMDm7q,60,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Umuawah Health Post
Cj3rwgMDm7q,10,GF_Number of AGYW counseled tested and received result- Community,2025-10-07,an Umuawah Health Post
s4ZDSr4IBSr,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an St. Marks Primary Health Centre
s4ZDSr4IBSr,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an St. Marks Primary Health Centre
yQcJZbzP2xr,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Umudioka Primary Health Centre
JnK78IWxALr,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
d6ugp5puEZ2,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Nteje Primary Health Centre
d6ugp5puEZ2,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Nteje Primary Health Centre
NzwdCUPjLKM,20,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Trinitas International Hospital Umuchukwu
IEKVnEePZLN,13,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Iyi-Enu Hospital
Cj3rwgMDm7q,10,GF_Number of AGYW counseled tested and received result- Community,2025-10-03,an Umuawah Health Post
d6ugp5puEZ2,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Nteje Primary Health Centre
d6ugp5puEZ2,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Nteje Primary Health Centre
OoBxXYn1eoy,2,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-10,an Nnamdi Azikiwe University Teaching Hospital
msvy1BMNG4T,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Ula Ekwulobia Primary Health Centre
NzwdCUPjLKM,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Trinitas International Hospital Umuchukwu
IEKVnEePZLN,6,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Iyi-Enu Hospital
MUq9oPoC0hr,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Ukpo Comprehensive Health Centre
wM3b4l8Oesq,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Onitsha General Hospital
glt0a9JC4VC,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Achalla Maternal and Child Health Care Centre
E22605q44Z6,10,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Atani Primary Health Centre
J1dgQz1R68m,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Edoji Primary Health Centre
yox6XBHvvUs,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Kanayo Specialist Hospital and Maternity
sJDswuZ8Kqi,26,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Umuoji Basic Health Clinic
q9iZUe3cVCu,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Orafite General Hospital
GupwPZYcMw1,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an AKABOEZEM PHC
dkIkLMCU3KL,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an Gozie Specialist Hospital
Oua590tZ4Vd,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Okija Central Primary Health Centre
we90AXVrhUv,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Umueri General Hospital
P9qUQA6KmAs,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Holy Rosary Hospital
k4Nw4uCT97V,1,GF_Number of People Tested HIV Positive & Received Results - Other PITC,2025-10-07,an Umunya Comprehensive Health Centre
dBES5aQviuh,79,GF_Number of KPs counseled tested and received result,2025-10-03,"an Anambra State One Stop Shop (OSS) Site, Awka"
yox6XBHvvUs,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an Kanayo Specialist Hospital and Maternity
JOocbzN2dq7,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Umuokpu Primary Health Centre
dkIkLMCU3KL,7,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Gozie Specialist Hospital
dBES5aQviuh,136,GF_Number of KPs counseled tested and received result,2025-10-10,"an Anambra State One Stop Shop (OSS) Site, Awka"
RkE3gsnXYGa,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Umunlebo Health Post
IA64rosyhK1,2,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-09,an Enugu Ukwu General Hospital
dIgVADaXOoP,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Nnewi Diocesan Hospital
PBEQJpsapZw,1,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-10,an Otolo Umuenem Primary Health Centre
xknfQ0UuSCR,7,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Umuchu Visitation Hospital
lOzN4yw4pSh,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-07,an Madueke Memorial Hospital and Maternity
OKPZ7SmaYwP,23,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Immaculate Heart Hospital (Nkpor)
lo2x8EF5rhM,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umuonuora Primary Health Centre
lOzN4yw4pSh,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-03,an Madueke Memorial Hospital and Maternity
bVDmQU3reY0,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Patricia Memorial Hospital and Maternity Aka baby
k4Nw4uCT97V,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-09,an Umunya Comprehensive Health Centre
afVyYoFxrMX,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Achalla Health Post
msr1TOXqZKf,18,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an St Charles Borromeo Hospital
wftHmLIxJmY,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-01,an Amichi Diocesan Hospital
msr1TOXqZKf,1,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-10,an St Charles Borromeo Hospital
IEKVnEePZLN,9,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Iyi-Enu Hospital
vCsPrXuITbJ,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Osamala Primary Health Center
mKYIhwM6HUb,1,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Ichida II Primary Health Centre
J1dgQz1R68m,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Edoji Primary Health Centre
gPw7wgxVzba,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an St Felix Hospital and Maternity
lo2x8EF5rhM,8,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Umuonuora Primary Health Centre
YzuXkd7MRFN,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Obuno Ebenebe Health Post
IX2qlVptNql,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Onitsha Pieta Hospital
qtDvX43LURH,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Akwaeze Community Reproductive Referral Health Centre
tkCscwbaxNn,7,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an St Mary's Hospital
wftHmLIxJmY,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-09,an Amichi Diocesan Hospital
Oua590tZ4Vd,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Okija Central Primary Health Centre
IX2qlVptNql,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an Onitsha Pieta Hospital
zGZjhpdrOde,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Emmanuel Church Primary Health Centre
P9qUQA6KmAs,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Holy Rosary Hospital
IX2qlVptNql,12,GF_Number of AGYW counseled tested and received result- Community,2025-10-07,an Onitsha Pieta Hospital
Cj3rwgMDm7q,40,GF_Number of AGYW counseled tested and received result- Community,2025-10-10,an Umuawah Health Post
OoBxXYn1eoy,7,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - In-Patient,2025-10-08,an Nnamdi Azikiwe University Teaching Hospital
Jzpyxz1Cydy,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Obinwane Hospital and Maternity
BXOxuU6KIk2,10,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,"an St. Joseph Hospital and Maternity, Ifite Ogwari"
HgxxN5GZv8Y,37,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)"
Csj8K86dI08,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umuogbuefi  PrimaryHealth Center
pxYOOPUXmtt,22,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-07,an Obosi St Martin's Hospital
P9qUQA6KmAs,4,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-03,an Holy Rosary Hospital
sjeTS3oSial,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Eziani Ihiala Primary Health Centre
YzuXkd7MRFN,1,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-03,an Obuno Ebenebe Health Post
dBES5aQviuh,89,GF_Number of KPs counseled tested and received result,2025-10-07,"an Anambra State One Stop Shop (OSS) Site, Awka"
IA64rosyhK1,2,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-01,an Enugu Ukwu General Hospital
JnbNLi29aZL,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umudora Primary Health Centre
OoBxXYn1eoy,7,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Nnamdi Azikiwe University Teaching Hospital
YzuXkd7MRFN,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Obuno Ebenebe Health Post
msr1TOXqZKf,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Accident And Emergency,2025-10-09,an St Charles Borromeo Hospital
ulyCfZ5PUNZ,7,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Achalla Primary Health Centre
k4Nw4uCT97V,20,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Umunya Comprehensive Health Centre
J3g5pfx4ImL,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Isaac Chira Memorial Hospital Awkuzu
MUq9oPoC0hr,18,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-08,an Ukpo Comprehensive Health Centre
MUq9oPoC0hr,8,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-09,an Ukpo Comprehensive Health Centre
x6pnr8aUczc,8,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Akpo Primary Health Centre
pxYOOPUXmtt,9,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-03,an Obosi St Martin's Hospital
ENi2yTYsiwn,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Holy Spirit Primary Health Centre
Sya1xqHhCCO,55,GF_Number of AGYW counseled tested and received result- Community,2025-10-10,an Our Lady of Lourdes Hospital
IwQUgEBiiYB,7,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Ogboji Primary Health Centre
YDYCfFc8ndK,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Pater Noster Hospital Awka
OoBxXYn1eoy,15,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - In-Patient,2025-10-02,an Nnamdi Azikiwe University Teaching Hospital
YDYCfFc8ndK,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Pater Noster Hospital Awka
ZSSbDRTZ6CX,15,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an St. Patricks Hospital and Maternity
msr1TOXqZKf,12,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an St Charles Borromeo Hospital
ZSSbDRTZ6CX,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an St. Patricks Hospital and Maternity
LJvUBIpAfxA,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an GRA PHC
YDYCfFc8ndK,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Pater Noster Hospital Awka
qtDvX43LURH,4,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Akwaeze Community Reproductive Referral Health Centre
NeOAkzqDQr1,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Ozzuh Primary Health Centre
Ha1Uxfwnmwq,15,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Rock Foundation Hospital
